# On-chain CTF Exchange OrderFilled (Polygon via Alchemy). price_per_share = usdc / shares for that fill.
# slug=sol-updown-5m-1774458000 title="Solana Up or Down - March 25, 1:00PM-1:05PM ET"
# window_unix=1774458270..1774458299 (30s before 5m end) blocks=84669118..84669132
# polygon_meta={"chainId":137,"headBlock":84671545,"headBlockTs":1774463125}
unix_seconds,iso_utc,block_number,tx_hash,log_index,outcome,side,shares,usdc,price_per_share
1774458273,2026-03-25T17:04:33.000Z,84669119,0xfa675aa6d71c97f443b0cb11523735b6a6d602b7571618fe6abd57e7677adae9,1437,Up,buy,1.408448,0.999998,0.70999994
1774458273,2026-03-25T17:04:33.000Z,84669119,0xd6703086b245895ef4cc2448127e134f34d9653a18c0ae4a1fd5850bee199f9a,1455,Down,buy,1.408448,0.408450,0.29000006
1774458273,2026-03-25T17:04:33.000Z,84669119,0xd6703086b245895ef4cc2448127e134f34d9653a18c0ae4a1fd5850bee199f9a,1459,Up,buy,1.408448,0.999998,0.70999994
1774458273,2026-03-25T17:04:33.000Z,84669119,0x5f8c431107e64515b5a205f559fff9b149327530b28feddc1103596647d6e0f3,1616,Down,buy,1.408448,0.408450,0.29000006
1774458273,2026-03-25T17:04:33.000Z,84669119,0x5f8c431107e64515b5a205f559fff9b149327530b28feddc1103596647d6e0f3,1620,Up,buy,1.408448,0.999998,0.70999994
1774458273,2026-03-25T17:04:33.000Z,84669119,0x88f7b15e3ba50eb67c941fb146d89843b6c1d7b4f5f4f01e9d52682dee7d77b5,1927,Up,buy,7.000000,4.830000,0.69000000
1774458273,2026-03-25T17:04:33.000Z,84669119,0x88f7b15e3ba50eb67c941fb146d89843b6c1d7b4f5f4f01e9d52682dee7d77b5,1937,Up,buy,9.000000,6.210000,0.69000000
1774458273,2026-03-25T17:04:33.000Z,84669119,0x88f7b15e3ba50eb67c941fb146d89843b6c1d7b4f5f4f01e9d52682dee7d77b5,1941,Down,buy,16.000000,4.960000,0.31000000
1774458273,2026-03-25T17:04:33.000Z,84669119,0xb0b7ae4924c713c6cf9794965fb538e38eb71c65a841cd471168cd8678c823cd,3341,Up,buy,3.225805,2.225806,0.69000017
1774458273,2026-03-25T17:04:33.000Z,84669119,0xb0b7ae4924c713c6cf9794965fb538e38eb71c65a841cd471168cd8678c823cd,3345,Down,buy,3.225805,0.999999,0.30999983
1774458275,2026-03-25T17:04:35.000Z,84669120,0x32e51ac5fd9c8524fa0f788b3b8a08bc418e19edd99367b1850e1754bef634a9,1141,Up,buy,9.375000,6.375000,0.68000000
1774458275,2026-03-25T17:04:35.000Z,84669120,0x32e51ac5fd9c8524fa0f788b3b8a08bc418e19edd99367b1850e1754bef634a9,1145,Down,buy,9.375000,3.000000,0.32000000
1774458275,2026-03-25T17:04:35.000Z,84669120,0xf0a93c54bc7bbdc1ad7bab31efc2ad84f44e3bfec859dd9adf9b12b193d0fc0a,2160,Down,buy,12.000000,3.720000,0.31000000
1774458275,2026-03-25T17:04:35.000Z,84669120,0xf0a93c54bc7bbdc1ad7bab31efc2ad84f44e3bfec859dd9adf9b12b193d0fc0a,2166,Down,buy,17.000000,4.080000,0.24000000
1774458275,2026-03-25T17:04:35.000Z,84669120,0xf0a93c54bc7bbdc1ad7bab31efc2ad84f44e3bfec859dd9adf9b12b193d0fc0a,2172,Down,buy,9.670000,2.224100,0.23000000
1774458275,2026-03-25T17:04:35.000Z,84669120,0xf0a93c54bc7bbdc1ad7bab31efc2ad84f44e3bfec859dd9adf9b12b193d0fc0a,2176,Down,sell,38.670000,10.024100,0.25922162
1774458275,2026-03-25T17:04:35.000Z,84669120,0xbc96515e57653ae59b09a04edead8343f2a368f1c6706000cbedf55ba0a34111,2339,Down,buy,3.857139,0.887142,0.23000001
1774458275,2026-03-25T17:04:35.000Z,84669120,0xbc96515e57653ae59b09a04edead8343f2a368f1c6706000cbedf55ba0a34111,2343,Up,buy,3.857139,2.969997,0.76999999
1774458275,2026-03-25T17:04:35.000Z,84669120,0x0434d1b57f971a4fae30e03d0251fa9cdad63e72aae6509d6a633785b6f8e3f5,2564,Down,buy,3.470000,0.798100,0.23000000
1774458275,2026-03-25T17:04:35.000Z,84669120,0x0434d1b57f971a4fae30e03d0251fa9cdad63e72aae6509d6a633785b6f8e3f5,2574,Down,buy,11.800000,2.596000,0.22000000
1774458275,2026-03-25T17:04:35.000Z,84669120,0x0434d1b57f971a4fae30e03d0251fa9cdad63e72aae6509d6a633785b6f8e3f5,2584,Down,buy,14.000000,3.080000,0.22000000
1774458275,2026-03-25T17:04:35.000Z,84669120,0x0434d1b57f971a4fae30e03d0251fa9cdad63e72aae6509d6a633785b6f8e3f5,2594,Down,buy,2.730000,0.600600,0.22000000
1774458275,2026-03-25T17:04:35.000Z,84669120,0x0434d1b57f971a4fae30e03d0251fa9cdad63e72aae6509d6a633785b6f8e3f5,2598,Up,buy,32.000000,24.925300,0.77891563
1774458275,2026-03-25T17:04:35.000Z,84669120,0x87b802a02e795d2cd791cb9a594be5ad634cee3d295e1d066b388778cdfb28c7,2648,Up,buy,6.000000,4.440000,0.74000000
1774458275,2026-03-25T17:04:35.000Z,84669120,0x87b802a02e795d2cd791cb9a594be5ad634cee3d295e1d066b388778cdfb28c7,2652,Down,buy,6.000000,1.560000,0.26000000
1774458277,2026-03-25T17:04:37.000Z,84669121,0xb691a53bef0079acf3be0ca500cf340babc7a1132925d64263e428e2225fedbc,254,Down,buy,6.070000,1.456800,0.24000000
1774458277,2026-03-25T17:04:37.000Z,84669121,0xb691a53bef0079acf3be0ca500cf340babc7a1132925d64263e428e2225fedbc,258,Down,sell,6.070000,1.456800,0.24000000
